Folio CEEEY,Sexo,Modalidad,Turno,Grado,Matemáticas, Español, Ciencias Naturales
76756,H,Indígena,Matutino,5,Básico,Medio,Básico
114278,H,Indígena,Matutino,6,Básico,Medio,Básico
114279,M,Indígena,Matutino,6,Básico,Medio,Básico
114284,M,Indígena,Matutino,6,Básico,Medio,Básico
114296,M,Indígena,Matutino,6,Básico,Medio,Básico
114297,H,Indígena,Matutino,6,Básico,Medio,Básico
114305,M,Indígena,Matutino,6,Básico,Medio,Básico
114474,M,Indígena,Matutino,6,Básico,Medio,Básico
114480,H,Indígena,Matutino,6,Básico,Medio,Básico
114483,H,Indígena,Matutino,6,Básico,Medio,Básico
114490,M,Indígena,Matutino,6,Básico,Medio,Básico
114496,H,Indígena,Matutino,6,Básico,Medio,Básico
114500,H,Indígena,Matutino,6,Básico,Medio,Básico
114525,H,Indígena,Matutino,6,Básico,Medio,Básico
114989,H,Indígena,Matutino,6,Básico,Medio,Básico
89542,H,General,Matutino,5,Básico,Medio,Básico
89547,M,General,Matutino,5,Básico,Medio,Básico
89570,M,General,Matutino,5,Básico,Medio,Básico
91024,M,General,Matutino,5,Básico,Medio,Básico
91054,M,General,Matutino,5,Básico,Medio,Básico
91071,M,General,Matutino,5,Básico,Medio,Básico
91082,H,General,Matutino,5,Básico,Medio,Básico
91310,H,General,Matutino,5,Básico,Medio,Básico
91312,M,General,Matutino,5,Básico,Medio,Básico
91592,M,General,Matutino,5,Básico,Medio,Básico
91595,M,General,Matutino,5,Básico,Medio,Básico
103252,M,General,Matutino,5,Básico,Medio,Básico
103256,H,General,Matutino,5,Básico,Medio,Básico
103264,M,General,Matutino,5,Básico,Medio,Básico
87002,M,General,Matutino,5,Básico,Medio,Básico
87043,M,General,Matutino,5,Básico,Medio,Básico
87046,M,General,Matutino,5,Básico,Medio,Básico
90101,M,General,Matutino,5,Básico,Medio,Básico
90113,M,General,Matutino,5,Básico,Medio,Básico
90949,H,General,Matutino,5,Básico,Medio,Básico
103427,M,General,Matutino,5,Básico,Medio,Básico
103430,H,General,Matutino,5,Básico,Medio,Básico
82043,H,General,Matutino,5,Básico,Medio,Básico
84949,H,General,Matutino,5,Básico,Medio,Básico
84955,M,General,Matutino,5,Básico,Medio,Básico
84961,M,General,Matutino,5,Básico,Medio,Básico
84981,H,General,Matutino,5,Básico,Medio,Básico
85006,H,General,Matutino,5,Básico,Medio,Básico
95388,M,General,Matutino,5,Básico,Medio,Básico
95423,H,General,Matutino,5,Básico,Medio,Básico
95426,M,General,Matutino,5,Básico,Medio,Básico
95440,H,General,Matutino,5,Básico,Medio,Básico
95447,M,General,Matutino,5,Básico,Medio,Básico
106247,H,General,Matutino,5,Básico,Medio,Básico
106251,H,General,Matutino,5,Básico,Medio,Básico
106262,H,General,Matutino,5,Básico,Medio,Básico
106268,M,General,Matutino,5,Básico,Medio,Básico
106269,H,General,Matutino,5,Básico,Medio,Básico
106273,M,General,Matutino,5,Básico,Medio,Básico
106278,H,General,Matutino,5,Básico,Medio,Básico
106281,H,General,Matutino,5,Básico,Medio,Básico
106442,H,General,Matutino,5,Básico,Medio,Básico
93290,M,General,Matutino,5,Básico,Medio,Básico
93630,H,General,Matutino,5,Básico,Medio,Básico
93632,M,General,Matutino,5,Básico,Medio,Básico
93640,H,General,Matutino,5,Básico,Medio,Básico
93641,M,General,Matutino,5,Básico,Medio,Básico
100129,M,General,Matutino,5,Básico,Medio,Básico
100141,M,General,Matutino,5,Básico,Medio,Básico
100161,M,General,Matutino,5,Básico,Medio,Básico
100162,H,General,Matutino,5,Básico,Medio,Básico
106906,M,General,Matutino,5,Básico,Medio,Básico
106910,M,General,Matutino,5,Básico,Medio,Básico
106917,H,General,Matutino,5,Básico,Medio,Básico
106918,M,General,Matutino,5,Básico,Medio,Básico
106926,H,General,Matutino,5,Básico,Medio,Básico
106930,M,General,Matutino,5,Básico,Medio,Básico
106973,H,General,Matutino,5,Básico,Medio,Básico
107000,M,General,Matutino,5,Básico,Medio,Básico
107023,M,General,Matutino,5,Básico,Medio,Básico
83335,M,General,Matutino,5,Básico,Medio,Básico
83338,H,General,Matutino,5,Básico,Medio,Básico
83342,H,General,Matutino,5,Básico,Medio,Básico
85764,H,General,Matutino,5,Básico,Medio,Básico
85771,M,General,Matutino,5,Básico,Medio,Básico
85780,H,General,Matutino,5,Básico,Medio,Básico
85793,M,General,Matutino,5,Básico,Medio,Básico
85800,H,General,Matutino,5,Básico,Medio,Básico
85840,M,General,Matutino,5,Básico,Medio,Básico
92203,M,General,Matutino,5,Básico,Medio,Básico
92218,M,General,Matutino,5,Básico,Medio,Básico
92222,M,General,Matutino,5,Básico,Medio,Básico
92229,H,General,Matutino,5,Básico,Medio,Básico
107286,M,General,Matutino,5,Básico,Medio,Básico
107339,H,General,Matutino,5,Básico,Medio,Básico
107416,M,General,Matutino,5,Básico,Medio,Básico
107444,M,General,Matutino,5,Básico,Medio,Básico
107450,H,General,Matutino,5,Básico,Medio,Básico
81550,H,General,Matutino,5,Básico,Medio,Básico
81551,H,General,Matutino,5,Básico,Medio,Básico
81593,M,General,Matutino,5,Básico,Medio,Básico
81611,M,General,Matutino,5,Básico,Medio,Básico
107575,M,General,Matutino,5,Básico,Medio,Básico
107597,M,General,Matutino,5,Básico,Medio,Básico
107602,M,General,Matutino,5,Básico,Medio,Básico
107611,M,General,Matutino,5,Básico,Medio,Básico
107676,M,General,Matutino,5,Básico,Medio,Básico
107685,M,General,Matutino,5,Básico,Medio,Básico
107699,H,General,Matutino,5,Básico,Medio,Básico
107702,H,General,Matutino,5,Básico,Medio,Básico
107712,M,General,Matutino,5,Básico,Medio,Básico
107725,H,General,Matutino,5,Básico,Medio,Básico
107733,H,General,Matutino,5,Básico,Medio,Básico
107741,M,General,Matutino,5,Básico,Medio,Básico
107754,H,General,Matutino,5,Básico,Medio,Básico
108541,H,General,Matutino,5,Básico,Medio,Básico
108546,M,General,Matutino,5,Básico,Medio,Básico
108570,H,General,Matutino,5,Básico,Medio,Básico
108574,H,General,Matutino,5,Básico,Medio,Básico
108575,H,General,Matutino,5,Básico,Medio,Básico
108584,M,General,Matutino,5,Básico,Medio,Básico
80576,H,General,Matutino,5,Básico,Medio,Básico
80583,M,General,Matutino,5,Básico,Medio,Básico
80589,H,General,Matutino,5,Básico,Medio,Básico
80598,M,General,Matutino,5,Básico,Medio,Básico
80605,M,General,Matutino,5,Básico,Medio,Básico
95541,H,General,Matutino,5,Básico,Medio,Básico
95549,H,General,Matutino,5,Básico,Medio,Básico
108185,M,General,Matutino,5,Básico,Medio,Básico
108199,M,General,Matutino,5,Básico,Medio,Básico
14618,H,General,Matutino,3,Básico,Medio,Básico
14637,H,General,Matutino,3,Básico,Medio,Básico
15165,H,General,Matutino,3,Básico,Medio,Básico
26695,H,General,Matutino,3,Básico,Medio,Básico
26726,H,General,Matutino,3,Básico,Medio,Básico
26741,H,General,Matutino,3,Básico,Medio,Básico
26746,H,General,Matutino,3,Básico,Medio,Básico
26747,H,General,Matutino,3,Básico,Medio,Básico
9092,H,General,Matutino,3,Básico,Medio,Básico
10753,H,General,Matutino,3,Básico,Medio,Básico
26857,H,General,Matutino,3,Básico,Medio,Básico
26868,H,General,Matutino,3,Básico,Medio,Básico
5854,H,General,Matutino,3,Básico,Medio,Básico
5859,H,General,Matutino,3,Básico,Medio,Básico
18982,H,General,Matutino,3,Básico,Medio,Básico
29684,H,General,Matutino,3,Básico,Medio,Básico
29691,H,General,Matutino,3,Básico,Medio,Básico
29801,H,General,Matutino,3,Básico,Medio,Básico
29821,H,General,Matutino,3,Básico,Medio,Básico
16785,H,General,Matutino,3,Básico,Medio,Básico
16793,H,General,Matutino,3,Básico,Medio,Básico
17148,H,General,Matutino,3,Básico,Medio,Básico
17164,H,General,Matutino,3,Básico,Medio,Básico
17171,H,General,Matutino,3,Básico,Medio,Básico
23627,H,General,Matutino,3,Básico,Medio,Básico
23634,H,General,Matutino,3,Básico,Medio,Básico
23657,H,General,Matutino,3,Básico,Medio,Básico
30330,H,General,Matutino,3,Básico,Medio,Básico
30365,H,General,Matutino,3,Básico,Medio,Básico
30372,H,General,Matutino,3,Básico,Medio,Básico
30391,H,General,Matutino,3,Básico,Medio,Básico
30392,H,General,Matutino,3,Básico,Medio,Básico
30395,H,General,Matutino,3,Básico,Medio,Básico
30422,H,General,Matutino,3,Básico,Medio,Básico
30439,H,General,Matutino,3,Básico,Medio,Básico
30443,H,General,Matutino,3,Básico,Medio,Básico
30454,H,General,Matutino,3,Básico,Medio,Básico
30457,H,General,Matutino,3,Básico,Medio,Básico
30461,H,General,Matutino,3,Básico,Medio,Básico
30463,H,General,Matutino,3,Básico,Medio,Básico
30465,H,General,Matutino,3,Básico,Medio,Básico
7161,H,General,Matutino,3,Básico,Medio,Básico
9557,H,General,Matutino,3,Básico,Medio,Básico
9560,H,General,Matutino,3,Básico,Medio,Básico
30731,H,General,Matutino,3,Básico,Medio,Básico
30742,H,General,Matutino,3,Básico,Medio,Básico
30752,H,General,Matutino,3,Básico,Medio,Básico
30755,H,General,Matutino,3,Básico,Medio,Básico
30757,H,General,Matutino,3,Básico,Medio,Básico
30783,H,General,Matutino,3,Básico,Medio,Básico
30854,H,General,Matutino,3,Básico,Medio,Básico
30864,H,General,Matutino,3,Básico,Medio,Básico
30869,H,General,Matutino,3,Básico,Medio,Básico
30875,H,General,Matutino,3,Básico,Medio,Básico
30876,H,General,Matutino,3,Básico,Medio,Básico
30878,H,General,Matutino,3,Básico,Medio,Básico
30881,H,General,Matutino,3,Básico,Medio,Básico
5392,H,General,Matutino,3,Básico,Medio,Básico
5407,H,General,Matutino,3,Básico,Medio,Básico
31005,H,General,Matutino,3,Básico,Medio,Básico
31007,H,General,Matutino,3,Básico,Medio,Básico
31111,H,General,Matutino,3,Básico,Medio,Básico
31120,H,General,Matutino,3,Básico,Medio,Básico
31935,H,General,Matutino,3,Básico,Medio,Básico
31964,H,General,Matutino,3,Básico,Medio,Básico
9498,H,General,Matutino,3,Básico,Medio,Básico
31542,H,General,Matutino,3,Básico,Medio,Básico
31549,H,General,Matutino,3,Básico,Medio,Básico
31570,H,General,Matutino,3,Básico,Medio,Básico
31577,H,General,Matutino,3,Básico,Medio,Básico
14623,M,General,Matutino,3,Básico,Medio,Básico
14629,M,General,Matutino,3,Básico,Medio,Básico
14648,M,General,Matutino,3,Básico,Medio,Básico
14871,M,General,Matutino,3,Básico,Medio,Básico
14873,M,General,Matutino,3,Básico,Medio,Básico
15171,M,General,Matutino,3,Básico,Medio,Básico
15178,M,General,Matutino,3,Básico,Medio,Básico
26729,M,General,Matutino,3,Básico,Medio,Básico
9085,M,General,Matutino,3,Básico,Medio,Básico
10718,M,General,Matutino,3,Básico,Medio,Básico
10736,M,General,Matutino,3,Básico,Medio,Básico
10738,M,General,Matutino,3,Básico,Medio,Básico
10741,M,General,Matutino,3,Básico,Medio,Básico
26866,M,General,Matutino,3,Básico,Medio,Básico
26884,M,General,Matutino,3,Básico,Medio,Básico
5852,M,General,Matutino,3,Básico,Medio,Básico
5882,M,General,Matutino,3,Básico,Medio,Básico
5893,M,General,Matutino,3,Básico,Medio,Básico
5907,M,General,Matutino,3,Básico,Medio,Básico
18989,M,General,Matutino,3,Básico,Medio,Básico
29791,M,General,Matutino,3,Básico,Medio,Básico
29824,M,General,Matutino,3,Básico,Medio,Básico
29835,M,General,Matutino,3,Básico,Medio,Básico
29836,M,General,Matutino,3,Básico,Medio,Básico
16774,M,General,Matutino,3,Básico,Medio,Básico
16796,M,General,Matutino,3,Básico,Medio,Básico
17161,M,General,Matutino,3,Básico,Medio,Básico
23626,M,General,Matutino,3,Básico,Medio,Básico
23628,M,General,Matutino,3,Básico,Medio,Básico
23655,M,General,Matutino,3,Básico,Medio,Básico
30349,M,General,Matutino,3,Básico,Medio,Básico
30356,M,General,Matutino,3,Básico,Medio,Básico
30379,M,General,Matutino,3,Básico,Medio,Básico
30398,M,General,Matutino,3,Básico,Medio,Básico
30406,M,General,Matutino,3,Básico,Medio,Básico
30433,M,General,Matutino,3,Básico,Medio,Básico
30434,M,General,Matutino,3,Básico,Medio,Básico
30436,M,General,Matutino,3,Básico,Medio,Básico
30437,M,General,Matutino,3,Básico,Medio,Básico
30441,M,General,Matutino,3,Básico,Medio,Básico
30448,M,General,Matutino,3,Básico,Medio,Básico
30450,M,General,Matutino,3,Básico,Medio,Básico
30453,M,General,Matutino,3,Básico,Medio,Básico
30456,M,General,Matutino,3,Básico,Medio,Básico
30458,M,General,Matutino,3,Básico,Medio,Básico
30459,M,General,Matutino,3,Básico,Medio,Básico
30462,M,General,Matutino,3,Básico,Medio,Básico
7176,M,General,Matutino,3,Básico,Medio,Básico
9563,M,General,Matutino,3,Básico,Medio,Básico
9577,M,General,Matutino,3,Básico,Medio,Básico
9606,M,General,Matutino,3,Básico,Medio,Básico
9621,M,General,Matutino,3,Básico,Medio,Básico
15746,M,General,Matutino,3,Básico,Medio,Básico
15747,M,General,Matutino,3,Básico,Medio,Básico
15750,M,General,Matutino,3,Básico,Medio,Básico
15771,M,General,Matutino,3,Básico,Medio,Básico
15774,M,General,Matutino,3,Básico,Medio,Básico
30726,M,General,Matutino,3,Básico,Medio,Básico
30764,M,General,Matutino,3,Básico,Medio,Básico
30770,M,General,Matutino,3,Básico,Medio,Básico
30885,M,General,Matutino,3,Básico,Medio,Básico
30892,M,General,Matutino,3,Básico,Medio,Básico
30899,M,General,Matutino,3,Básico,Medio,Básico
30909,M,General,Matutino,3,Básico,Medio,Básico
30911,M,General,Matutino,3,Básico,Medio,Básico
30913,M,General,Matutino,3,Básico,Medio,Básico
5387,M,General,Matutino,3,Básico,Medio,Básico
5435,M,General,Matutino,3,Básico,Medio,Básico
31069,M,General,Matutino,3,Básico,Medio,Básico
31178,M,General,Matutino,3,Básico,Medio,Básico
31187,M,General,Matutino,3,Básico,Medio,Básico
31944,M,General,Matutino,3,Básico,Medio,Básico
31966,M,General,Matutino,3,Básico,Medio,Básico
4490,M,General,Matutino,3,Básico,Medio,Básico
4491,M,General,Matutino,3,Básico,Medio,Básico
4495,M,General,Matutino,3,Básico,Medio,Básico
4496,M,General,Matutino,3,Básico,Medio,Básico
9478,M,General,Matutino,3,Básico,Medio,Básico
9486,M,General,Matutino,3,Básico,Medio,Básico
9507,M,General,Matutino,3,Básico,Medio,Básico
31535,M,General,Matutino,3,Básico,Medio,Básico
31537,M,General,Matutino,3,Básico,Medio,Básico
31559,M,General,Matutino,3,Básico,Medio,Básico
126245,H,General,Matutino,6,Básico,Medio,Básico
126247,H,General,Matutino,6,Básico,Medio,Básico
126286,H,General,Matutino,6,Básico,Medio,Básico
126289,H,General,Matutino,6,Básico,Medio,Básico
127678,H,General,Matutino,6,Básico,Medio,Básico
127702,H,General,Matutino,6,Básico,Medio,Básico
127725,H,General,Matutino,6,Básico,Medio,Básico
127922,H,General,Matutino,6,Básico,Medio,Básico
128252,H,General,Matutino,6,Básico,Medio,Básico
139659,H,General,Matutino,6,Básico,Medio,Básico
122322,H,General,Matutino,6,Básico,Medio,Básico
122344,H,General,Matutino,6,Básico,Medio,Básico
123842,H,General,Matutino,6,Básico,Medio,Básico
123855,H,General,Matutino,6,Básico,Medio,Básico
139813,H,General,Matutino,6,Básico,Medio,Básico
139828,H,General,Matutino,6,Básico,Medio,Básico
139829,H,General,Matutino,6,Básico,Medio,Básico
139837,H,General,Matutino,6,Básico,Medio,Básico
139840,H,General,Matutino,6,Básico,Medio,Básico
119173,H,General,Matutino,6,Básico,Medio,Básico
119209,H,General,Matutino,6,Básico,Medio,Básico
122022,H,General,Matutino,6,Básico,Medio,Básico
122030,H,General,Matutino,6,Básico,Medio,Básico
122035,H,General,Matutino,6,Básico,Medio,Básico
122064,H,General,Matutino,6,Básico,Medio,Básico
131960,H,General,Matutino,6,Básico,Medio,Básico
131967,H,General,Matutino,6,Básico,Medio,Básico
142735,H,General,Matutino,6,Básico,Medio,Básico
142887,H,General,Matutino,6,Básico,Medio,Básico
142892,H,General,Matutino,6,Básico,Medio,Básico
129834,H,General,Matutino,6,Básico,Medio,Básico
130166,H,General,Matutino,6,Básico,Medio,Básico
130184,H,General,Matutino,6,Básico,Medio,Básico
136615,H,General,Matutino,6,Básico,Medio,Básico
136620,H,General,Matutino,6,Básico,Medio,Básico
136637,H,General,Matutino,6,Básico,Medio,Básico
136640,H,General,Matutino,6,Básico,Medio,Básico
143469,H,General,Matutino,6,Básico,Medio,Básico
143491,H,General,Matutino,6,Básico,Medio,Básico
120395,H,General,Matutino,6,Básico,Medio,Básico
120411,H,General,Matutino,6,Básico,Medio,Básico
120421,H,General,Matutino,6,Básico,Medio,Básico
120448,H,General,Matutino,6,Básico,Medio,Básico
122847,H,General,Matutino,6,Básico,Medio,Básico
128817,H,General,Matutino,6,Básico,Medio,Básico
128838,H,General,Matutino,6,Básico,Medio,Básico
128856,H,General,Matutino,6,Básico,Medio,Básico
143764,H,General,Matutino,6,Básico,Medio,Básico
143810,H,General,Matutino,6,Básico,Medio,Básico
118733,H,General,Matutino,6,Básico,Medio,Básico
118772,H,General,Matutino,6,Básico,Medio,Básico
144132,H,General,Matutino,6,Básico,Medio,Básico
144143,H,General,Matutino,6,Básico,Medio,Básico
144151,H,General,Matutino,6,Básico,Medio,Básico
144153,H,General,Matutino,6,Básico,Medio,Básico
144180,H,General,Matutino,6,Básico,Medio,Básico
144967,H,General,Matutino,6,Básico,Medio,Básico
144986,H,General,Matutino,6,Básico,Medio,Básico
144999,H,General,Matutino,6,Básico,Medio,Básico
145001,H,General,Matutino,6,Básico,Medio,Básico
145007,H,General,Matutino,6,Básico,Medio,Básico
144423,H,General,Matutino,6,Básico,Medio,Básico
144434,H,General,Matutino,6,Básico,Medio,Básico
144442,H,General,Matutino,6,Básico,Medio,Básico
144460,H,General,Matutino,6,Básico,Medio,Básico
117782,H,General,Matutino,6,Básico,Medio,Básico
117793,H,General,Matutino,6,Básico,Medio,Básico
117798,H,General,Matutino,6,Básico,Medio,Básico
122737,H,General,Matutino,6,Básico,Medio,Básico
122738,H,General,Matutino,6,Básico,Medio,Básico
122753,H,General,Matutino,6,Básico,Medio,Básico
132031,H,General,Matutino,6,Básico,Medio,Básico
132041,H,General,Matutino,6,Básico,Medio,Básico
132045,H,General,Matutino,6,Básico,Medio,Básico
132046,H,General,Matutino,6,Básico,Medio,Básico
132064,H,General,Matutino,6,Básico,Medio,Básico
132065,H,General,Matutino,6,Básico,Medio,Básico
132073,H,General,Matutino,6,Básico,Medio,Básico
144570,H,General,Matutino,6,Básico,Medio,Básico
144617,H,General,Matutino,6,Básico,Medio,Básico
126252,M,General,Matutino,6,Básico,Medio,Básico
126254,M,General,Matutino,6,Básico,Medio,Básico
126263,M,General,Matutino,6,Básico,Medio,Básico
126270,M,General,Matutino,6,Básico,Medio,Básico
126272,M,General,Matutino,6,Básico,Medio,Básico
126284,M,General,Matutino,6,Básico,Medio,Básico
126294,M,General,Matutino,6,Básico,Medio,Básico
127683,M,General,Matutino,6,Básico,Medio,Básico
127684,M,General,Matutino,6,Básico,Medio,Básico
127687,M,General,Matutino,6,Básico,Medio,Básico
127694,M,General,Matutino,6,Básico,Medio,Básico
127698,M,General,Matutino,6,Básico,Medio,Básico
128229,M,General,Matutino,6,Básico,Medio,Básico
139648,M,General,Matutino,6,Básico,Medio,Básico
139676,M,General,Matutino,6,Básico,Medio,Básico
139681,M,General,Matutino,6,Básico,Medio,Básico
